M 	 1.69910383224487 	 H 	 15000 	 alfa 	 4.21000194549561 	 Cya 	 0.0774313732981682
Xref 	 Seqsum 	 Sequ 	 Seqv 	 potsum 	 Withamsum@
-0.124148085514554 	 -1.57539119527428e-007 	 -3.33724813117442e-007 	 1.864654386452e-008 	 8.98672767855297e-011 	 2.40076804921874e-009
-0.12180566228722 	 2.8919640726599e-007 	 5.78873709855543e-007 	 -4.80912532019318e-010 	 1.20478285869958e-010 	 1.42358960154477e-008
-0.119463239059886 	 -3.16038693881637e-007 	 -6.21885362761532e-007 	 -1.01919797046435e-008 	 1.56560263762532e-010 	 -4.58114538176744e-009
-0.11712083153865 	 -2.22022222828855e-008 	 1.11637969979483e-008 	 -5.55682611036445e-008 	 9.90163951217828e-011 	 -2.84498326495211e-008
-0.114778408311315 	 -5.70475151562277e-008 	 -8.66735803128904e-008 	 -2.74214695394903e-008 	 2.32776129743777e-011 	 -1.85947336858775e-008
-0.11243600079008 	 -2.42182437659721e-007 	 -4.94043320031778e-007 	 9.67841895516131e-009 	 1.19032149887092e-011 	 -1.41310329905218e-008
-0.110093577562745 	 1.36211028234356e-007 	 2.61225835629375e-007 	 1.119620840484e-008 	 -4.29238848886792e-011 	 -1.16768472036499e-008
-0.107751154335411 	 -3.2213509371104e-007 	 -6.8397554287003e-007 	 3.97053128153857e-008 	 -4.28010212350181e-011 	 -1.01699684788683e-008
-0.105408746814175 	 1.2265918059029e-008 	 2.51138843054832e-008 	 -5.82065229348672e-010 	 -9.05684659304716e-011 	 -1.45520055917134e-008
-0.103066323586841 	 5.12870848012881e-008 	 5.51389085501341e-008 	 4.74352752632967e-008 	 -1.10974704484443e-010 	 7.75431936145986e-009
-0.100723916065605 	 -1.05180077980549e-007 	 -2.17430269344732e-007 	 7.07012359768555e-009 	 -5.4240792151671e-011 	 1.6797938914494e-008
-0.0983814928382704 	 3.01969151905723e-007 	 6.42167833575513e-007 	 -3.8229515553212e-008 	 -3.22792037452173e-011 	 2.55781388850227e-008
-0.0960390853170345 	 5.70513449815735e-008 	 8.66819931388818e-008 	 2.74206843897673e-008 	 6.55884593880839e-011 	 3.23639359015364e-008
-0.0936966620897002 	 -8.2321967909138e-008 	 -1.67512411053394e-007 	 2.86845902586208e-009 	 1.19340358311057e-010 	 -8.92751729855691e-010
-0.0913542388623658 	 -1.31483970378099e-008 	 -1.00375787681628e-008 	 -1.62592339592038e-008 	 6.14060546115701e-011 	 -1.96145556652487e-008
-0.0890118313411299 	 -7.44213863868026e-008 	 -1.50817527355684e-007 	 1.97475635843603e-009 	 2.74494848109574e-011 	 -3.72159160597957e-009
-0.0866694081137956 	 3.02480088976154e-007 	 6.11785765158857e-007 	 -6.82561740461551e-009 	 4.39710278222561e-011 	 1.85894546148221e-008
-0.0843270005925597 	 -1.74772964101066e-007 	 -3.74984352902175e-007 	 2.54384175946143e-008 	 1.14537933389627e-010 	 1.39130929045925e-008
-0.0819845773652253 	 1.29107689872399e-007 	 2.59927844581398e-007 	 -1.71245062574599e-009 	 1.09151513269406e-010 	 2.66053187691278e-009
-0.0796421698439894 	 2.77437692375315e-007 	 5.23371227245661e-007 	 3.15041894793922e-008 	 1.27002074934139e-010 	 2.18211010016425e-008
-0.0772997466166551 	 -2.33773633340206e-007 	 -5.07734853272268e-007 	 4.01876185662786e-008 	 2.11379678209557e-010 	 2.45942986115149e-009
-0.0749573233893208 	 -1.2591248932381e-008 	 -5.56493695569316e-008 	 3.04668965611654e-008 	 1.38524126199661e-010 	 -3.19323080825612e-008
-0.0726149158680849 	 -6.26263272351935e-008 	 -1.7913336591846e-007 	 5.38807185535006e-008 	 6.17822194315562e-011 	 -2.07488470245071e-008
-0.0702724926407505 	 -1.48380721043395e-007 	 -3.16791584964449e-007 	 2.00301712993678e-008 	 4.131928966187e-011 	 -1.4089692211642e-008
-0.0679300851195146 	 4.86424802659258e-008 	 1.00373540590226e-007 	 -3.08859671172002e-009 	 -4.22560387943521e-012 	 -1.12597293791973e-008
-0.0655876618921803 	 -1.6543486935916e-007 	 -3.50410857663519e-007 	 1.95410976289168e-008 	 -1.14306367543733e-011 	 -1.20971900865656e-008
-0.0632452543709444 	 -2.13976846907826e-007 	 -4.12656021353541e-007 	 -1.5297663580327e-008 	 -6.08988919682766e-011 	 -2.60740172072395e-008
-0.06090283114361 	 5.9787275574763e-008 	 1.48126019894335e-007 	 -2.85514651920948e-008 	 -1.33582994305599e-010 	 -8.28993794957758e-009
-0.0585604079162757 	 3.48449482601154e-008 	 9.78369598669815e-008 	 -2.81470562413233e-008 	 -9.97359783807785e-011 	 1.74349092624992e-008
-0.0562180003950398 	 -7.9255713103521e-008 	 -1.44091487186415e-007 	 -1.44199683305146e-008 	 -5.19033952941102e-011 	 1.18551660221465e-008
-0.0538755771677054 	 1.90980742331703e-007 	 3.39859013820387e-007 	 4.21024815011606e-008 	 -4.41965320708217e-011 	 1.23492191834268e-008
-0.0515331696464695 	 -6.65281660872097e-008 	 -1.34136840301835e-007 	 1.08051623204375e-009 	 5.95060645724137e-012 	 1.15135082558986e-008
-0.0491907464191352 	 -6.1329799905252e-008 	 -1.94141279052928e-007 	 7.14816721369971e-008 	 9.74230543032955e-012 	 -1.43669085495105e-008
-0.0468483231918009 	 -2.27130215080251e-007 	 -5.59846455416846e-007 	 1.05586032361771e-007 	 -6.13561541254821e-011 	 -2.56911179400099e-008
-0.044505915670565 	 1.67793729133336e-007 	 1.222573899895e-007 	 2.13330082488028e-007 	 -1.10616233860173e-010 	 1.59399414575959e-008
-0.0421634924432306 	 6.68538632453419e-007 	 9.45700378451875e-007 	 3.91376744346417e-007 	 1.33197737454729e-011 	 1.15386280305427e-007
-0.0398210849219947 	 1.3395030009633e-006 	 1.92234119822388e-006 	 7.5666497423299e-007 	 4.29948960077839e-010 	 2.20676857013017e-007
-0.0374786616946604 	 1.34870788315311e-006 	 1.22301742067066e-006 	 1.47439834563556e-006 	 1.04715349897789e-009 	 2.91049605305569e-007
-0.0351362541734245 	 2.74115200227243e-006 	 2.85791566057014e-006 	 2.62438834397472e-006 	 1.7934671003726e-009 	 4.3984527299104e-007
-0.0327938309460901 	 4.99648331242497e-006 	 5.28371856489684e-006 	 4.70924851470045e-006 	 3.10775415849959e-009 	 8.1664731218903e-007
-0.030451415571805 	 8.76884314493509e-006 	 9.36729702516459e-006 	 8.17038835521089e-006 	 5.61932795242455e-009 	 1.44732775237264e-006
-0.0281090001975199 	 1.43502702485421e-005 	 1.50860851135803e-005 	 1.36144581119879e-005 	 9.88823971607402e-009 	 2.39032403557776e-006
-0.0257665848232348 	 2.34125691349618e-005 	 2.47282496275147e-005 	 2.20968868234195e-005 	 1.68175914933457e-008 	 3.83848563053986e-006
-0.0234241615959004 	 3.71204077964649e-005 	 3.89496235584375e-005 	 3.52911956724711e-005 	 2.78709253697888e-008 	 6.03726477179321e-006
-0.0210817462216153 	 5.70998563489411e-005 	 5.95956407778431e-005 	 5.46040755580179e-005 	 4.51012025444399e-008 	 9.24598089433801e-006
-0.0187393308473302 	 8.61559747136198e-005 	 9.01836392586119e-005 	 8.21283174445853e-005 	 7.11867809642765e-008 	 1.38007233528944e-005
-0.0163969154730451 	 0.000126304643345065 	 0.000131030479678884 	 0.000121578821563162 	 1.09755255660591e-007 	 2.00970410671963e-005
-0.0140545000987599 	 0.000181324721779674 	 0.000187615369213745 	 0.000175034103449434 	 1.65338016911157e-007 	 2.85471225055384e-005
-0.0117120847244748 	 0.000253670383244753 	 0.000260716682532802 	 0.000246624083956704 	 2.43493692957739e-007 	 3.95605344722778e-005
-0.00936966149714048 	 0.000346774933859706 	 0.000354972871718928 	 0.000338576966896653 	 3.50672735907581e-007 	 5.35484285305098e-005
-0.00702724612285536 	 0.000466011988464743 	 0.000476354209240526 	 0.00045566979679279 	 4.94359437993532e-007 	 7.10561237749621e-005
-0.00468483074857024 	 0.000614254211541265 	 0.000626333057880402 	 0.00060217542340979 	 6.83558649442737e-007 	 9.25275709128043e-005
-0.00234241537428512 	 0.000792979204561561 	 0.000806910393293947 	 0.000779047957621515 	 9.27835447296351e-007 	 0.000118162538284645
0 	 0.00101053284015507 	 0.00102615694049746 	 0.000994908972643316 	 1.23713014212775e-006 	 0.000148580800153403
0.00234241537428512 	 0.00127412599977106 	 0.00129236094653606 	 0.00125589093659073 	 1.62391134850218e-006 	 0.000185029927162499
0.00468483074857024 	 0.0015943938633427 	 0.00161745795048773 	 0.00157132989261299 	 2.10396403430434e-006 	 0.000229351341290583
0.00702725397590458 	 0.00199891533702612 	 0.00203089555725455 	 0.00196693511679769 	 2.69838536551351e-006 	 0.000284776775646319
0.0093696693501897 	 0.00250699836760759 	 0.00255038496106863 	 0.00246361177414656 	 3.43809726569694e-006 	 0.000355784303469745
0.0117120847244748 	 0.00316630792804062 	 0.00322981178760529 	 0.00310280406847596 	 4.36517461026722e-006 	 0.000449314306497609
0.0140545000987599 	 0.00406537670642138 	 0.0041608246974647 	 0.00396992871537805 	 5.54305874454946e-006 	 0.00057834509830089
0.0163969154730451 	 0.0053171063773334 	 0.00546175893396139 	 0.0051724542863667 	 7.0746235100721e-006 	 0.000760479574128441
0.0187393308473302 	 0.00701191881671548 	 0.00721686892211437 	 0.00680696917697787 	 9.10577683708598e-006 	 0.0010142524535306
0.0210817540746645 	 0.00935807265341282 	 0.00964714586734772 	 0.00906899850815535 	 1.18262325561595e-005 	 0.00136703624270499
0.0234241694489497 	 0.0126675702631474 	 0.0130681451410055 	 0.0122669944539666 	 1.55101209967231e-005 	 0.00186209446991758
0.0257665848232348 	 0.0171858109533787 	 0.0177365746349096 	 0.016635050997138 	 2.0549829985572e-005 	 0.00254682155970871
0.0281090001975199 	 0.0233096908777952 	 0.0240499209612608 	 0.0225694626569748 	 2.74415489507681e-005 	 0.00345973555576222
0.030451415571805 	 0.0310272350907326 	 0.0319792255759239 	 0.0300752446055412 	 3.67581054991286e-005 	 0.00462740544441952
0.0327938309460901 	 0.0410835109651089 	 0.0422968305647373 	 0.0398701839148998 	 4.91201602628861e-005 	 0.0060889831176151
0.0351362502468999 	 0.0534298084676266 	 0.0549427084624767 	 0.051916915923357 	 6.5283984744599e-005 	 0.00788006704019235
0.037478665621185 	 0.0683302879333496 	 0.0701851174235344 	 0.0664754509925842 	 8.60369715748512e-005 	 0.00997785578952083
0.0398210849219947 	 0.0851446241140366 	 0.0873353630304337 	 0.0829538851976395 	 0.000112028589530442 	 0.0122913819222432
0.0421635002962798 	 0.103398613631725 	 0.105930648744106 	 0.100866563618183 	 0.00014362006380901 	 0.0146728215545151
0.044505915670565 	 0.122017107903957 	 0.124932341277599 	 0.119101874530315 	 0.000180768275117319 	 0.0169354863149387
0.0468483349713747 	 0.139739289879799 	 0.142954722046852 	 0.136523842811584 	 0.000222960017336829 	 0.0188670298874048
0.0491907503456598 	 0.155601650476456 	 0.159117609262466 	 0.152085691690445 	 0.000269157190949883 	 0.0202865162508481
0.0515331657199449 	 0.168755263090134 	 0.17248310148716 	 0.165027424693108 	 0.000317998912450173 	 0.0211125876790771
0.0538755850207547 	 0.179516687989235 	 0.183412507176399 	 0.175620868802071 	 0.000368066173789804 	 0.0213994355818265
0.0562180003950398 	 0.18819922208786 	 0.192271769046783 	 0.184126660227776 	 0.000418251730291372 	 0.0212839656547542
0.0585604157693249 	 0.194521278142929 	 0.198648795485497 	 0.1903937458992 	 0.000467777950540709 	 0.0208538011201158
0.0609028350701346 	 0.199100077152252 	 0.203253656625748 	 0.194946482777596 	 0.000515948340886423 	 0.0201705663889747
0.0632452504444198 	 0.201994717121124 	 0.206196382641792 	 0.197793081402779 	 0.000562273719376081 	 0.0193175738331597
0.0655876658187049 	 0.203472286462784 	 0.207700744271278 	 0.199243828654289 	 0.000606447904767785 	 0.0183517873487868
0.0679300831562523 	 0.203852877020836 	 0.208054184913635 	 0.199651554226875 	 0.000648248773068272 	 0.0173173588366324
0.0702725004937997 	 0.203119114041328 	 0.207278370857239 	 0.198959842324257 	 0.000687576867926701 	 0.0162508279573906
0.0726149158680849 	 0.201769679784775 	 0.205890268087387 	 0.197649106383324 	 0.000724381183477418 	 0.0151910625624782
0.0749573332056323 	 0.200031161308289 	 0.204081475734711 	 0.195980831980705 	 0.000758744454746893 	 0.0141927729863724
0.0772997485799174 	 0.198093399405479 	 0.202050164341927 	 0.194136649370193 	 0.000790871950635589 	 0.0132773726109547
0.0796421659174648 	 0.195781588554382 	 0.199585929512978 	 0.191977232694626 	 0.000820946724281884 	 0.0124280420110722
0.0819845832550123 	 0.193459793925285 	 0.19714067876339 	 0.18977889418602 	 0.000849095272792596 	 0.0116425535125941
0.0843269996109285 	 0.191125497221947 	 0.1946931630373 	 0.187557831406593 	 0.000875490151255639 	 0.0109385625528068
0.0866694159668448 	 0.188868090510368 	 0.192321583628654 	 0.185414597392082 	 0.000900340608460412 	 0.0103190472610111
0.0890118323227611 	 0.186812207102776 	 0.190181225538254 	 0.183443203568459 	 0.00092383316141897 	 0.00978240249291151
0.0913542486786773 	 0.184905961155891 	 0.188177406787872 	 0.181634545326233 	 0.000946169527659516 	 0.00932615367872553
0.0936966655254092 	 0.183247908949852 	 0.186440721154213 	 0.180055111646652 	 0.000967524635826062 	 0.00894315665292585
0.0960390821267333 	 0.1818618029356 	 0.184976413846016 	 0.178747221827507 	 0.000988066727078346 	 0.00863435143257468
0.0983814987280573 	 0.180814370512962 	 0.183846071362495 	 0.177782654762268 	 0.00100797513210072 	 0.00839918413930225
0.100723915329381 	 0.180024802684784 	 0.182979062199593 	 0.177070528268814 	 0.00102741550380931 	 0.00822936674616047
0.103066331930705 	 0.179607093334198 	 0.182534530758858 	 0.176679655909538 	 0.0010465283426699 	 0.00811510279266387
0.105408748777437 	 0.179321154952049 	 0.182174667716026 	 0.176467642188072 	 0.00106543340880679 	 0.00803495780896385
0.107751165133354 	 0.179064407944679 	 0.181787267327309 	 0.176341563463211 	 0.00108417077979521 	 0.00796358358200697
0.11009358148927 	 0.179140120744705 	 0.181832492351532 	 0.176447719335556 	 0.00110274146567519 	 0.00790739144936765
0.112435997845186 	 0.179178401827812 	 0.181821599602699 	 0.176535204052925 	 0.00112121558592247 	 0.00786707567228582
0.114778415182734 	 0.179261609911919 	 0.181858330965042 	 0.176664888858795 	 0.00113959740685374 	 0.00781785149245704
0.11712083153865 	 0.179321929812431 	 0.181869298219681 	 0.176774561405182 	 0.00115784092000483 	 0.00775762176408691
0.119463248876197 	 0.17945796251297 	 0.181972727179527 	 0.176943212747574 	 0.00117594057467528 	 0.00769784876254073
0.121805664250482 	 0.17959026992321 	 0.182055249810219 	 0.177125319838524 	 0.00119390405369832 	 0.00764302552002615
0.12414808158803 	 0.179833427071571 	 0.182265684008598 	 0.177401155233383 	 0.00121174687064887 	 0.00759522454183761
0.126490496962315 	 0.180037125945091 	 0.182439684867859 	 0.177634596824646 	 0.00122948641008564 	 0.0075504208398053
0.128832914299862 	 0.180267632007599 	 0.18266524374485 	 0.177870035171509 	 0.00124711932918729 	 0.0075029638389694
0.13117533163741 	 0.180523067712784 	 0.182901918888092 	 0.178144216537476 	 0.00126463655524442 	 0.00745672159790649
0.133517747011695 	 0.180808961391449 	 0.183172777295113 	 0.178445160388947 	 0.00128205282245219 	 0.00741777302328097
0.135860166312505 	 0.181201443076134 	 0.183551698923111 	 0.178851187229156 	 0.00129938759551587 	 0.00738959381623302
0.13820258168679 	 0.181589722633362 	 0.183940887451172 	 0.179238572716713 	 0.00131667184779735 	 0.00737036178746277
0.140544997061075 	 0.182058408856392 	 0.184382185339928 	 0.179734632372856 	 0.00133391649304587 	 0.00735657383852845
0.14288741243536 	 0.18258598446846 	 0.184881165623665 	 0.180290803313255 	 0.00135113615112022 	 0.00735051313587041
0.14522983173617 	 0.183125302195549 	 0.185383901000023 	 0.180866718292236 	 0.00136835243186453 	 0.00735067306598325
0.147572247110455 	 0.183784961700439 	 0.186070129275322 	 0.181499779224396 	 0.00138557283918502 	 0.00735420232537195
0.14991466248474 	 0.184301644563675 	 0.186519354581833 	 0.182083964347839 	 0.00140280562504964 	 0.00735468193966981
0.15225708178555 	 0.184998869895935 	 0.187240704894066 	 0.182757005095482 	 0.00142002830816028 	 0.00735469436470253
0.154599497159835 	 0.185668081045151 	 0.18789741396904 	 0.183438748121262 	 0.00143726115223413 	 0.00736253247764834
0.15694191253412 	 0.18632373213768 	 0.188535928726196 	 0.184111535549164 	 0.00145452052669891 	 0.00736672057545349
0.15928433183493 	 0.186971828341484 	 0.18917877972126 	 0.184764876961708 	 0.00147177302022774 	 0.00736157826017617
0.161626747209215 	 0.18759098649025 	 0.189778253436089 	 0.18540370464325 	 0.00148900830379561 	 0.00735288013473805
0.1639691625835 	 0.188255563378334 	 0.190429016947746 	 0.186082109808922 	 0.00150622001917352 	 0.00734513342047988
0.166311577957785 	 0.188919678330421 	 0.191089197993279 	 0.186750158667564 	 0.00152341901069623 	 0.00734098260965212
0.16865399333207 	 0.189579963684082 	 0.191755101084709 	 0.187404826283455 	 0.00154061128022793 	 0.00733709206742494
0.170996416559404 	 0.190264731645584 	 0.192434906959534 	 0.188094556331635 	 0.00155779210283733 	 0.00733143103094716
0.17333883193369 	 0.190868765115738 	 0.193007484078407 	 0.18873006105423 	 0.00157495785132683 	 0.00732124593842062
0.175681247307975 	 0.191527187824249 	 0.193669229745865 	 0.189385131001472 	 0.00159209090092749 	 0.00730905930519593
0.17802366268226 	 0.19220045208931 	 0.194335982203484 	 0.190064921975136 	 0.00160919955710293 	 0.00730420923093445
0.180366078056545 	 0.19293013215065 	 0.19505874812603 	 0.190801531076431 	 0.00162630988492656 	 0.00730838160521461
0.18270849343083 	 0.193682208657265 	 0.195806428790092 	 0.191558003425598 	 0.00164343808796933 	 0.00731871212173026
0.185050916658164 	 0.194469228386879 	 0.196599900722504 	 0.192338585853577 	 0.00166059686998859 	 0.00733188687179413
0.18739333203245 	 0.195231318473816 	 0.19732041656971 	 0.193142220377922 	 0.00167778679460901 	 0.00734264131814
0.189735747406735 	 0.195989236235619 	 0.198033183813095 	 0.193945318460464 	 0.00169499590181153 	 0.00734913175023581
0.19207816278102 	 0.196779102087021 	 0.198806881904602 	 0.194751337170601 	 0.00171221623300781 	 0.0073575482571865
0.194420578155305 	 0.19763109087944 	 0.199677869677544 	 0.195584326982498 	 0.00172946477012089 	 0.00737515214650419
0.19676299352959 	 0.198525741696358 	 0.200598135590553 	 0.196453347802162 	 0.00174676757255914 	 0.007400310776565
0.199105408903875 	 0.199393332004547 	 0.201469540596008 	 0.197317138314247 	 0.00176413397359591 	 0.00742459994671804
0.20144783213121 	 0.200290113687515 	 0.202368512749672 	 0.19821172952652 	 0.00178155062499111 	 0.00744490247617906
0.203790247505495 	 0.201172426342964 	 0.203256845474243 	 0.199087992310524 	 0.00179901214010161 	 0.00746360425220306
0.20613266287978 	 0.202064976096153 	 0.204157754778862 	 0.199972197413445 	 0.00181651634768699 	 0.00748082251573422
0.208475078254065 	 0.202959328889847 	 0.205045506358147 	 0.200873151421547 	 0.00183405852744792 	 0.00749728106303149
0.21081749362835 	 0.203861549496651 	 0.205939188599586 	 0.201783910393715 	 0.00185163984054175 	 0.00751345711127931
0.213159909002635 	 0.204749092459679 	 0.206843823194504 	 0.202654361724854 	 0.0018692578023509 	 0.00752883939182383
0.215502332229969 	 0.205680817365646 	 0.207784458994865 	 0.203577190637589 	 0.00188691123794996 	 0.00754588907691363
0.217844747604255 	 0.206603795289993 	 0.20872575044632 	 0.204481810331345 	 0.00190460907478197 	 0.00756397742727652
0.22018716297854 	 0.207480862736702 	 0.209588140249252 	 0.205373585224152 	 0.00192234719198276 	 0.00757717591854191
0.222529578352825 	 0.208390817046165 	 0.210498675704002 	 0.206282958388329 	 0.00194010686151248 	 0.00758690827337529
0.22487199372711 	 0.209274768829346 	 0.211368173360825 	 0.207181364297867 	 0.00195789057314845 	 0.00759761225899184
0.227214409101395 	 0.21017986536026 	 0.212269023060799 	 0.208090722560883 	 0.00197570038903912 	 0.00760899037595029
0.22955682447568 	 0.211089074611664 	 0.213158771395683 	 0.209019362926483 	 0.00199353740522727 	 0.00762245942093392
0.231899239849965 	 0.212024003267288 	 0.214101999998093 	 0.209946021437645 	 0.00201141032131404 	 0.00763785140423308
0.2342416630773 	 0.212913975119591 	 0.214985653758049 	 0.210842296481133 	 0.00202931950631926 	 0.00765087968587147
0.236584070598536 	 0.21382075548172 	 0.215899959206581 	 0.21174156665802 	 0.00204725339772002 	 0.0076616719947859
0.23892649382587 	 0.214761197566986 	 0.216865330934525 	 0.21265709400177 	 0.00206521314286589 	 0.00767458389094487
0.241268917053204 	 0.215636357665062 	 0.217719778418541 	 0.213552951812744 	 0.00208320764485257 	 0.00768745537205034
0.24361132457444 	 0.216596946120262 	 0.218710646033287 	 0.214483231306076 	 0.00210122757017113 	 0.0076990045899502
0.245953747801774 	 0.217445507645607 	 0.219517439603806 	 0.215373575687408 	 0.00211927617828895 	 0.00770825593299413
0.24829615532301 	 0.218353375792503 	 0.220436736941338 	 0.21627002954483 	 0.00213733944458387 	 0.00771529649927995
0.250638578550345 	 0.219298630952835 	 0.221381351351738 	 0.217215910553932 	 0.00215542103656312 	 0.00772840797646911
0.252981001777679 	 0.220201805233955 	 0.2222670763731 	 0.218136519193649 	 0.00217354584929267 	 0.00774397565681366
0.255323409298915 	 0.221121475100517 	 0.223197981715202 	 0.219044953584671 	 0.00219170025183634 	 0.00775477791594362
0.257665832526249 	 0.222005486488342 	 0.224071249365807 	 0.219939723610878 	 0.00220987567132161 	 0.00776454448430693
0.260008240047485 	 0.222972810268402 	 0.22507455945015 	 0.220871061086655 	 0.00222807582858506 	 0.00777829686627963
0.26235066327482 	 0.223881289362907 	 0.225977629423141 	 0.221784949302673 	 0.00224631567565227 	 0.00779471693594166
0.264693070796055 	 0.224833980202675 	 0.226951912045479 	 0.222716063261032 	 0.00226459275816296 	 0.00780962568540234
0.26703549402339 	 0.225759118795395 	 0.227884814143181 	 0.223633453249931 	 0.00228290245019806 	 0.00782456359335505
0.269377917250724 	 0.226725295186043 	 0.228886917233467 	 0.224563658237457 	 0.00230124963717262 	 0.00784060569125844
0.27172032477196 	 0.227646127343178 	 0.229817673563957 	 0.22547459602356 	 0.00231963436082789 	 0.00785543908475094
0.274062747999294 	 0.228595525026321 	 0.230777159333229 	 0.226413890719414 	 0.00233805103974038 	 0.00786973965089558
0.27640515552053 	 0.229577496647835 	 0.231781736016274 	 0.227373272180557 	 0.00235650275912764 	 0.00788787004406237
0.278747578747865 	 0.230535894632339 	 0.232742801308632 	 0.228328987956047 	 0.00237500437586353 	 0.00790867638411915
0.2810899862691 	 0.231549978256226 	 0.233773335814476 	 0.229326620697975 	 0.00239355356943246 	 0.00793037061350472
0.283432409496435 	 0.232531502842903 	 0.234734550118446 	 0.230328470468521 	 0.00241215681996123 	 0.0079530272925674
0.285774832723769 	 0.233540594577789 	 0.23575533926487 	 0.231325834989548 	 0.00243081228114793 	 0.00797455745535485
0.288117240245005 	 0.234536617994308 	 0.236739724874496 	 0.23233351111412 	 0.00244951627193432 	 0.00799683299538987
0.290459663472339 	 0.235599130392075 	 0.237815827131271 	 0.233382403850555 	 0.00246827609025591 	 0.00802342196501857
0.292802070993575 	 0.236644446849823 	 0.238877475261688 	 0.23441144824028 	 0.00248710464586479 	 0.00805229129569547
0.29514449422091 	 0.237670183181763 	 0.239917561411858 	 0.235422775149345 	 0.00250599971211443 	 0.00807684938954376
0.297486917448244 	 0.238702952861786 	 0.240972384810448 	 0.236433535814285 	 0.00252494344509229 	 0.00809692296187121
0.29982932496948 	 0.239706918597221 	 0.241984575986862 	 0.237429261207581 	 0.00254393242577501 	 0.00811418779242795
0.302171748196814 	 0.240695744752884 	 0.242976203560829 	 0.238415285944939 	 0.00256295704156193 	 0.00812729908243366
