110.011307 84505.967124
264.069111 82849.885589
266.069111 82828.556951
306.945574 82393.588670
507.887561 80280.837163
712.892872 78168.943377
922.303787 76057.102615
1136.294057 73945.233169
1354.972316 71833.615896
1578.794097 69721.429678
1808.126170 67609.452621
2043.231243 65497.626746
2284.271839 63385.739336
2784.999854 59162.411463
3313.484372 54936.627218
3873.904156 50714.729599
4475.652210 46490.466920
5129.752989 42263.536067
5848.130339 38037.023147
6647.135041 33808.459820
7547.339478 29580.842431
8582.825296 25349.614895
9796.657357 21126.694248
10495.413770 19009.540619
11275.008417 16892.891914
12157.334495 14777.577353
13168.663081 12662.356272
14352.640952 10548.548183
15803.422139 8431.992455
18131.083268 5895.399584
20327.803560 4202.816659
23641.283776 2520.286662
26290.938461 1674.687083
30856.856551 834.006039
33249.909820 582.162320
35538.874611 414.683854
39105.817027 247.689114
42034.604168 164.373582
47240.459959 81.388398
