110.011306632 2.130000114
264.069111349 2.654127813
274.069111349 2.654127813
306.945573615 2.799999952
507.887561303 7.369999886
712.892871674 10.859999657
922.303786932 13.779999733
1136.294057244 15.720000267
1354.972315794 15.600000381
1578.794097292 14.060000420
1808.126170113 12.279999733
2043.231242578 10.850000381
2284.271839122 10.029999733
2784.999853527 10.399999619
3313.484372482 11.550000191
3873.904155534 17.819999695
4475.652209706 23.059999466
5129.752988833 27.200000763
5848.130339488 32.599998474
6647.135041427 38.799999237
7547.339478417 42.500000000
8582.825296359 42.900001526
9796.657357134 44.700000763
10495.413769647 44.700000763
11275.008417400 44.400001526
12157.334495425 45.000000000
13168.663080501 47.000000000
14352.640951837 48.400001526
15803.422138650 43.229999542
18131.083267562 30.899999619
20327.803559773 23.379999161
23641.283775938 14.300000191
26290.938461472 5.900000095
30856.856551044 -2.799999952
33249.909819871 -5.699999809
35538.874610588 -2.200000048
39105.817026739 -2.500000000
42034.604168203 -2.000000000
47240.459959191 1.399999976
